word,pos,cefr,sense_id,sense_hint,sense_zipf,global_zipf_rank
line,verb,B2,line.v.02,cover the interior of,3.7075,2778
heavily,adv,B1,heavily.r.01,to a considerable degree,3.7069,2779
slot,noun,C1,slot.n.01,a position in a grammatical linguistic construction in which a variety of alternative units are interchangeable,3.7069,2780
phenomenon,noun,B2,phenomenon.n.01,any state or process known through the senses rather than by intuition or reasoning,3.7068,2781
driving,noun,A2,drive.n.06,hitting a golf ball off of a tee with a driver,3.7065,2782
lethal,adj,C1,deadly.s.02,of an instrument of certain death,3.7065,2783
regardless,adv,C1,regardless.r.01,in spite of everything; without regard to drawbacks,3.7065,2784
gentle,adj,B1,gentle.s.01,soft and mild; not harsh or stern or severe,3.7059,2785
welfare,noun,B2,social_welfare.n.01,governmental provision of economic assistance to persons in need,3.7057,2786
youth,noun,B1,young_person.n.01,a young person (especially a young man or boy),3.7054,2787
dark,noun,A2,dark.n.01,absence of light or illumination,3.7051,2788
link,noun,A2,link.n.02,a fastener that serves to join or connect,3.7048,2789
link,noun,A2,link.n.01,the means of connection between things linked in series,3.7048,2790
criticize,verb,B2,knock.v.06,find fault with; express criticism of; point out real or perceived flaws,3.7048,2791
imply,verb,B2,imply.v.01,express or state indirectly,3.7046,2792
hint,noun,C1,hint.n.02,a slight indication,3.7039,2793
hint,noun,C1,hint.n.01,an indirect suggestion,3.7039,2794
spy,verb,C1,descry.v.01,catch sight of,3.7039,2795
spy,verb,C1,spy.v.02,"watch, observe, or inquire secretly",3.7039,2796
central,adj,B1,cardinal.s.01,serving as an essential component,3.7037,2797
following,adj,A2,following.a.03,going or proceeding or coming after in the same direction,3.7031,2798
error,noun,A2,mistake.n.01,a wrong action attributable to bad judgment or ignorance or inattention,3.7031,2799
negotiation,noun,B2,negotiation.n.01,a discussion intended to produce an agreement,3.7031,2800
demonstration,noun,B2,presentation.n.02,a show or display; the act of presenting something to sight or view,3.7025,2801
guard,verb,B1,guard.v.01,to keep watch over,3.7023,2802
plot,noun,B1,plot.n.01,a secret scheme to do something (especially something underhand or illegal),3.7015,2803
flying,adj,A2,fast-flying.s.01,moving swiftly,3.7014,2804
research,verb,A2,research.v.01,attempt to find out in a systematically and scientific manner,3.7014,2805
phase,noun,B2,phase.n.01,any distinct time period in a sequence of events,3.7009,2806
assign,verb,B2,delegate.v.02,"give an assignment to (a person) to a post, or assign a task to (a person)",3.7008,2807
assign,verb,B2,assign.v.02,give out,3.7008,2808
craft,noun,B2,trade.n.02,the skilled practice of a practical occupation,3.7005,2809
purely,adv,B2,strictly.r.01,restricted to something,3.6996,2810
legacy,noun,C1,bequest.n.01,(law) a gift of personal property by will,3.6996,2811
snap,verb,C1,snap.v.01,"utter in an angry, sharp, or abrupt tone",3.6992,2812
strip,verb,C1,deprive.v.01,take away possessions from someone,3.699,2813
echo,verb,C1,repeat.v.04,to say again or imitate,3.6984,2814
challenge,verb,B1,challenge.v.02,issue a challenge to,3.6982,2815
investment,noun,B2,investment.n.02,money that is invested with an expectation of profit,3.6967,2816
mode,noun,B2,manner.n.01,how something is done or how it happens,3.6961,2817
seminar,noun,C1,seminar.n.01,any meeting for an exchange of ideas,3.6961,2818
patch,noun,B2,spot.n.05,a small contrasting part of something,3.6953,2819
seal,verb,C1,seal.v.02,close with or as if with a seal,3.6953,2820
seal,verb,C1,seal.v.01,make tight; secure against leakage,3.6953,2821
free,adv,A2,loose.r.01,without restraint,3.6944,2822
traveler,noun,B1,traveler.n.01,a person who changes location,3.6944,2823
promising,adj,B2,promising.s.01,showing possibility of achievement or excellence,3.6931,2824
carbon,noun,B2,carbon.n.01,an abundant nonmetallic tetravalent element occurring in three allotropic forms: amorphous carbon and graphite and diamond; occurs in all organic compounds,3.6926,2825
deploy,verb,C1,deploy.v.01,place troops or weapons in battle formation,3.6926,2826
violation,noun,C1,misdemeanor.n.01,a crime less serious than a felony,3.6926,2827
disappointment,noun,B2,disappointment.n.01,a feeling of dissatisfaction that results when your expectations are not realized,3.6923,2828
figure,noun,A2,digit.n.01,one of the elements that collectively form a system of numeration,3.6915,2829
radiation,noun,B2,radiation.n.01,energy that is radiated or transmitted in the form of rays or waves or particles,3.6914,2830
chairman,noun,B1,president.n.04,the officer who presides at the meetings of an organization,3.6908,2831
accompany,verb,B2,attach_to.v.01,be present or associated with an event or entity,3.6908,2832
sufficient,adj,B2,sufficient.a.01,of a quantity that can fulfill a need or requirement but without being abundant,3.6908,2833
liter,noun,C1,liter.n.01,"a metric unit of capacity, formerly defined as the volume of one kilogram of pure water under standard conditions; now equal to 1,000 cubic centimeters (or approximately 1.75 pints)",3.6908,2834
ironic,adj,C1,dry.s.02,humorously sarcastic or mocking,3.6908,2835
sole,adj,C1,exclusive.s.01,not divided or shared with others,3.6908,2836
absence,noun,C1,absence.n.01,the state of being absent,3.6906,2837
journal,noun,B1,diary.n.01,a daily written record of (usually personal) experiences and observations,3.6903,2838
fabric,noun,B2,fabric.n.01,artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers,3.69,2839
psychological,adj,B2,psychological.s.01,mental or emotional as opposed to physical in nature,3.69,2840
communicate,verb,A2,communicate.v.02,transmit thoughts or feelings,3.6895,2841
equal,verb,B1,equal.v.01,be identical or equivalent to,3.6894,2842
launch,noun,B2,launch.n.01,a motorboat with an open deck or a half deck,3.6891,2843
grace,noun,C1,grace.n.01,(Christian theology) a state of sanctification by God; the state of one who is under such divine influence,3.6891,2844
grace,noun,C1,grace.n.02,elegance and beauty of movement or expression,3.6891,2845
embrace,verb,B2,embrace.v.01,include in scope; include as part of something broader; have as one's sphere or territory,3.6889,2846
bow,noun,C1,bow.n.01,a knot with two loops and loose ends; used to tie shoelaces,3.6882,2847
leap,verb,C1,jump.v.01,move forward by leaps and bounds,3.6881,2848
worry,noun,B1,worry.n.02,a strong feeling of anxiety,3.688,2849
vein,noun,C1,vein.n.01,a blood vessel that carries blood from the capillaries toward the heart,3.6878,2850
tackle,verb,B2,undertake.v.02,accept as a challenge,3.6873,2851
shocking,adj,C1,lurid.s.02,glaringly vivid and graphic; marked by sensationalism,3.6873,2852
irrelevant,adj,C1,irrelevant.a.01,having no bearing on or connection with the subject at issue,3.6873,2853
solo,noun,C1,solo.n.01,any activity that is performed alone without assistance,3.6873,2854
connect,verb,A2,connect.v.04,join by means of communication equipment,3.6865,2855
endless,adj,C1,endless.s.01,tiresomely long; seemingly without end,3.6864,2856
suspend,verb,B2,suspend.v.01,hang freely,3.6861,2857
handy,adj,C1,handy.s.01,easy to reach,3.6855,2858
handy,adj,C1,handy.s.02,easy to use,3.6855,2859
stream,noun,B2,stream.n.01,a natural body of running water flowing on or under the earth,3.6838,2860
website,noun,A2,web_site.n.01,a computer connected to the internet that maintains a series of web pages on the World Wide Web,3.6837,2861
offender,noun,B2,wrongdoer.n.01,a person who transgresses moral or civil law,3.6837,2862
principle,noun,B2,principle.n.01,a basic generalization that is accepted as true and that can be used as a basis for reasoning or conduct,3.6828,2863
flying,noun,A2,flight.n.02,an instance of traveling by air,3.6819,2864
evolution,noun,B2,development.n.02,a process in which something passes by degrees to a different stage (especially a more advanced or mature stage),3.6819,2865
permanently,adv,B2,permanently.r.01,for a long time without essential change,3.6819,2866
academy,noun,C1,academy.n.01,a secondary school (usually private),3.6819,2867
rational,adj,C1,rational.a.01,consistent with or based on or using reason,3.6819,2868
minor,adj,B2,minor.a.01,of lesser importance or stature or rank,3.6811,2869
crash,verb,B2,crash.v.02,"move with, or as if with, a crashing noise",3.6808,2870
disturb,verb,B2,agitate.v.06,change the arrangement or position of,3.6803,2871
collapse,verb,B1,break_down.v.08,"collapse due to fatigue, an illness, or a sudden attack",3.6802,2872
motivate,verb,B2,motivate.v.01,give an incentive for action,3.6801,2873
flaw,noun,C1,defect.n.03,an imperfection in an object or machine,3.6801,2874
broad,adj,B2,across-the-board.s.01,broad in scope or content; ; ; ; ; - T.G.Winner,3.6799,2875
tap,verb,B2,tap.v.02,draw from or dip into to get something,3.6792,2876
tap,verb,B2,tap.v.03,strike lightly,3.6792,2877
rest,verb,A2,rest.v.03,give a rest to,3.679,2878
float,verb,B2,float.v.02,be afloat either on or below a liquid surface and not sink to the bottom,3.679,2879
horror,noun,B1,horror.n.01,intense and profound fear,3.6783,2880
calculate,verb,B2,calculate.v.01,make a mathematical calculation or computation,3.6783,2881
detain,verb,C1,confine.v.05,deprive of freedom; take into confinement,3.6783,2882
devastate,verb,C1,lay_waste_to.v.01,cause extensive destruction or ruin utterly,3.6783,2883
marine,adj,C1,marine.a.01,of or relating to the sea,3.6783,2884
overwhelming,adj,C1,overpowering.s.01,so strong as to be irresistible,3.6783,2885
tactical,adj,C1,tactical.a.01,of or pertaining to tactic or tactics,3.6783,2886
treaty,noun,C1,treaty.n.01,a written agreement between two states or sovereigns,3.6783,2887
utterly,adv,C1,absolutely.r.01,completely and without qualification; used informally as intensifiers,3.6783,2888
increase,verb,A2,increase.v.02,make bigger or more,3.6776,2889
precise,adj,B2,precise.a.01,sharply exact or accurate or delimited,3.6768,2890
sink,verb,B1,sink.v.02,cause to sink,3.6767,2891
sink,verb,B1,sink.v.01,fall or descend to a lower place or level,3.6767,2892
embassy,noun,C1,embassy.n.01,a diplomatic building where ambassadors live or work,3.6764,2893
toxic,adj,C1,toxic.a.01,of or relating to or caused by a toxin or poison,3.6764,2894
review,verb,A2,review.v.01,look at again; examine again,3.6759,2895
leave,noun,B2,leave.n.01,the period of time during which you are absent from work or duty,3.6758,2896
loose,adj,B2,loose.a.03,not tight; not closely constrained or constricted or constricting,3.6757,2897
maximum,noun,B2,maximum.n.01,the largest possible quantity,3.6755,2898
custom,noun,B1,custom.n.02,a specific practice of long standing,3.6749,2899
suitable,adj,B1,suitable.s.01,meant or adapted for an occasion or use,3.6746,2900
amateur,adj,B2,amateur.s.01,engaged in as a pastime,3.6746,2901
burial,noun,C1,burial.n.01,the ritual placing of a corpse in a grave,3.6746,2902
commissioner,noun,C1,commissioner.n.01,a government administrator,3.6746,2903
dose,noun,C1,dose.n.01,a measured portion of medicine taken at any one time,3.6746,2904
syndrome,noun,C1,syndrome.n.01,a complex of concurrent things,3.6746,2905
distinguish,verb,B2,distinguish.v.01,mark as different,3.6735,2906
present,verb,A2,stage.v.01,"perform (a play), especially on a stage",3.6733,2907
conscious,adj,B1,conscious.s.01,intentionally conceived,3.6733,2908
literature,noun,B1,literature.n.01,creative writing of recognized artistic value,3.6729,2909
philosophy,noun,B2,doctrine.n.01,a belief (or system of beliefs) accepted as authoritative by some group or school,3.6728,2910
mild,adj,B1,mild.a.01,moderate in type or degree or effect or force; far from extreme,3.6727,2911
spread,noun,B2,spread.n.01,process or result of distributing or extending over a wide expanse of space,3.6727,2912
spread,noun,B2,gap.n.01,a conspicuous disparity or difference as between two figures,3.6727,2913
metaphor,noun,B2,metaphor.n.01,a figure of speech in which an expression is used to refer to something that it does not literally denote in order to suggest a similarity,3.6727,2914
wheat,noun,B2,wheat.n.01,annual or biennial grass having erect flower spikes and light brown grains,3.6727,2915
commitment,noun,B1,committedness.n.01,the trait of sincere and steadfast fixity of purpose,3.6724,2916
commitment,noun,B1,commitment.n.02,the act of binding yourself (intellectually or emotionally) to a course of action,3.6724,2917
counter,verb,C1,counter.v.01,speak in response,3.6721,2918
vicious,adj,C1,barbarous.s.01,(of persons or their actions) able or disposed to inflict pain or suffering,3.672,2919
passion,noun,B1,mania.n.01,an irrational but irresistible motive for a belief or action,3.6718,2920
passion,noun,B1,love.n.02,any object of warm affection or devotion,3.6718,2921
